Facility Name,Site Address,Community,Inspection Area,Last Inspected,Last Infractions,Services
NKFM-NOUGAT BAKERY AND DELICATESSEN,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,26-Oct-2019,1,-
NKFM-OK EGG FARM,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,31-Oct-2020,,-
NKFM-ORCHARD PARK FARM,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,26-Oct-2019,,-
NKFM-QUALITY BAKERY & DELI,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,26-Oct-2019,,-
NKFM-QUALITY EXPRESS,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,-,,-
NKFM-REMAAL CATERING (RENTAL KITCHEN),"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,04-Mar-2020,,-
NKFM-SERRINIA CAFE,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,31-Oct-2020,3,-
NKFM-SERRINIA CAFE DOWNSTAIRS,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,26-Oct-2019,,-
NKFM-SHROOM'S,"#300 King St E,  KITCHENER ON N2E 1T3",KITCHENER,Food Safety,-,,-
NKFM-SIMPLY DELICIOUS,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,31-Oct-2020,,-
NKFM-SOUTHERN PRIDE POULTRY,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,15-Jun-2019,,-
NKFM-SPROLL'S FINE GERMAN BAKERY,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,31-Oct-2020,1,-
NKFM-SWEET AND SAVORY PIE COMPANY,"#300 King St E,  Kitchener ON",KITCHENER,Food Safety,31-Oct-2020,,-
NKFM-THE APPLE FRITTER,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,02-Nov-2020,,-
NKFM-THE CARIBBEAN KITCHEN,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,31-Oct-2020,3,-
NKFM-THE DEN BESTENS RAINBOW TROUT FARM,"#300 KING ST E,  KITCHENER ON",KITCHENER,Food Safety,26-Oct-2019,,-
NKFM-THE MARKET PLACE,"#300 King St East,  Kitchener ON",KITCHENER,Food Safety,24-Oct-2019,,-
NKFM-THE SCONERY,"#300 King St E,  KITCHENER ON N2H 2W8",KITCHENER,Food Safety,26-Oct-2019,,-
NKFM-THE UNFACTORY FARM,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,31-Oct-2020,1,-
NKFM-TOP MARKET MEATS,"#300 King St E,  KITCHENER ON N2H 2W8",KITCHENER,Food Safety,26-Oct-2019,1,-
NKFM-UNIQPOL CHICKEN PRODUCTS,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,31-Oct-2020,2,-
NKFM-WEGNER VEGETABLE GARDENS,"#300 KING ST E,  KITCHENER ON N2H 2W8",KITCHENER,Food Safety,26-Oct-2019,,-
NKFM-WESTBROOK PRODUCE,"#300 KING ST E,  KITCHENER ON N2G 2L3",KITCHENER,Food Safety,26-Oct-2019,,-
NO FRILLS,"#980 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8R3",CAMBRIDGE,Food Safety,-,,-
NO FRILLS,"#1540 HAYSVILLE RD,  NEW HAMBURG ON N3A 0A2",NEW HAMBURG,Food Safety,03-Apr-2019,2,-
NO FRILLS,"#119-1515 KING ST E,  CAMBRIDGE ON N3H 3R6",CAMBRIDGE,Food Safety,21-Oct-2020,,-
NO UDDER VEGAN & NATURAL ICE CREAM,"#43 Water St N,  Cambridge ON N1R 3B3",CAMBRIDGE,Food Safety,27-May-2019,,-
NOBLE RESIDENTIAL HOME,"#251 QUEEN ST S,  KITCHENER ON N2G 1W4",KITCHENER,Food Safety,11-Mar-2020,,-
NONNAS PIZZA,"#3-1401 RIVER RD E,  KITCHENER ON N2A 3X9",KITCHENER,Food Safety,02-Jan-2021,8,-
NOODS PASTA,"#104-141 WHITNEY PLC KITCHENER,  ON N2G 2X8",KITCHENER,Food Safety,12-Aug-2020,,-
NOON MOMENT,"#H-220 King ST N,  WATERLOO ON N2J 2Y7",WATERLOO,Food Safety,13-Jan-2020,,-
NOOR FOOD MARKET,"#7-347 Erb St W,  Waterloo ON N2L 1W4",WATERLOO,Food Safety,23-Dec-2019,2,-
NORRIS HOME BAKERY,"#460 FREDERICK ST,  KITCHENER ON N2H 2P5",KITCHENER,Food Safety,14-Jul-2020,,-
NORTH DUMFRIES COMMUNITY COMPLEX: CONCESSION BOOTH AND COMMUNITY KITCHEN,"#2958 Greenfield Rd,  North Dumfries ON N0B 1E0",AYR,Food Safety,30-Apr-2019,3,-
NORTH SHAWARMA,"#4-1144 Courtland Avenue E,  Kitchener ON N2C 1K7",KITCHENER,Food Safety,10-Jan-2020,,-
NORTHERN THAI RESTAURANT,"#95 QUEEN ST S,  KITCHENER ON N2G 1W1",KITCHENER,Food Safety,17-Sep-2020,,-
NORTHFIELD MINI MART,"#2-150 WISSLER RD,  WATERLOO ON N2K 3C6",WATERLOO,Food Safety,27-Jul-2020,1,-
NORTHFIELD TECH PARK - SETTLEMENT COFFEE ROASTERS AND CAFE,"#Building D-2220 University Ave E,  Waterloo Ontario N2K 0A8",WATERLOO,Food Safety,13-Feb-2020,1,-
NORTHFIELD UPTOWN BISTRO,"#20 ERB ST W,  WATERLOO ON N2L 1S8",WATERLOO,Food Safety,03-Feb-2020,,-
NORTHWESTERN CHINESE CUISINE,"#21-160 University Avenue West,  Waterloo ON N2L 3E9",WATERLOO,Food Safety,04-Dec-2019,11,-
NOSTRA CUCINA,"#3-31 MANITOU DR,  KITCHENER ON N2C 1K9",KITCHENER,Food Safety,29-Nov-2019,3,-
NOUGAT BAKERY,"#16-248 Stirling Ave S,  Kitchener ON N2G 3M9",KITCHENER,Food Safety,24-Oct-2019,1,-
NOUGAT BAKERY,"#75 King St S,  waterloo ON N2J 1P2",WATERLOO,Food Safety,20-Jan-2020,1,-
NOUGAT BAKERY & DELICATESSEN,"#18-248 Stirling Ave S,  KITCHENER ON N2G 3M9",KITCHENER,Food Safety,10-Feb-2020,4,-
NOVA ERA,"#376 KING ST E,  KITCHENER ON N2G 2L5",KITCHENER,Food Safety,15-Jan-2021,,-
NOW TEA,"#106-280 Lester St,  Waterloo ON N2L3W5",WATERLOO,Food Safety,12-Feb-2020,2,-
NUESTRO 88  RESTAURANT,"#2-4293 King St E,  Kitchener Ontario N2P 2E9",AYR,Food Safety,07-Jan-2020,2,-
NURI VILLAGE,"#7-8-160 University Avenue West,  Waterloo ON N2L 3E9",WATERLOO,Food Safety,05-Nov-2020,5,-
NUTRITION  FOR LEARNING-ST LUKE'S CHURCH,"#317 FRANKLIN ST N,  KITCHENER ON N2A 1Y9",KITCHENER,Food Safety,09-Oct-2019,,-
NUTRITION FOR LEARNING -  BLESSED SACRAMENT,"#367 THE COUNTRY WAY,  KITCHENER ON N2E 2S3",KITCHENER,Food Safety,13-Dec-2019,,-
NUTRITION FOR LEARNING - A.R. KAUFMAN PUBLIC SCHOOL,"#11 CHOPIN DR,  KITCHENER ON",KITCHENER,Food Safety,08-Nov-2019,,-
NUTRITION FOR LEARNING - AVENUE ROAD PUBLIC SCHOOL,"#40 GAIL ST,  CAMBRIDGE ON N1R 4M2",CAMBRIDGE,Food Safety,04-Jun-2019,,-
NUTRITION FOR LEARNING - BLAIR ROAD PUBLIC SCHOOL,"#85 Sunset Blvd,  CAMBRIDGE ON N1S 1A9",CAMBRIDGE,Food Safety,11-Sep-2019,,-
NUTRITION FOR LEARNING - BLUEVALE COLLEGIATE,"#80 Bluevale St N,  WATERLOO ON N2J 3R5",WATERLOO,Food Safety,18-Oct-2019,,-
NUTRITION FOR LEARNING - CEDARBRAE PUBLIC SCHOOL,"#230 CEDARBRAE Ave,  WATERLOO ON N2L 4S7",WATERLOO,Food Safety,10-Dec-2019,,-
NUTRITION FOR LEARNING - CENTENNIAL PUBLIC SCHOOL,"#100 WEAVER ST,  CAMBRIDGE ON N3C 1W4",CAMBRIDGE,Food Safety,15-May-2019,,-
NUTRITION FOR LEARNING - CRESTVIEW P.S.,"#153 MONTCALM DR,  KITCHENER ON N2B 2R6",KITCHENER,Food Safety,21-Jun-2019,,-
NUTRITION FOR LEARNING - HIGHLAND PUBLIC SCHOOL,"#125 SALISBURY Ave,  CAMBRIDGE ON N1S 1J8",CAMBRIDGE,Food Safety,23-Oct-2019,1,-
NUTRITION FOR LEARNING - HURON HEIGHTS SECONDARY SCHOOL,"#1825 STRASBURG RD,  KITCHENER ON N2R 1S3",KITCHENER,Food Safety,09-Dec-2019,,-
NUTRITION FOR LEARNING - KING EDWARD SCHOOL,"#709 KING ST W,  KITCHENER ON N2G 1E3",KITCHENER,Food Safety,12-Dec-2019,1,-
NUTRITION FOR LEARNING - MARGARET AVE. PUBLIC SCHOOL,"#325 LOUISA ST,  KITCHENER ON N2H 5N1",KITCHENER,Food Safety,28-Oct-2019,,-
NUTRITION FOR LEARNING - MOFFAT CREEK PUBLIC SCHOOL,"#710 MYERS RD,  CAMBRIDGE ON N1P 0A8",CAMBRIDGE,Food Safety,28-May-2019,,-
NUTRITION FOR LEARNING - MONSIGNOR DOYLE,"#185 MYERS RD,  CAMBRIDGE ON N1R 7H2",CAMBRIDGE,Food Safety,21-Jun-2019,,-
NUTRITION FOR LEARNING - MONSIGNOR HALLER,"#118 SHEA CRES,  KITCHENER ON N2E 1E8",KITCHENER,Food Safety,16-Dec-2019,1,-
NUTRITION FOR LEARNING - QUEEN ELIZABETH SCHOOL,"#191 HOFFMAN ST,  KITCHENER ON N2M 3N2",KITCHENER,Food Safety,19-Feb-2020,2,-
NUTRITION FOR LEARNING - ROCKWAY PUBLIC SCHOOL,"#70 VANIER DR,  KITCHENER ON N2G 1J5",KITCHENER,Food Safety,11-Dec-2019,1,-
NUTRITION FOR LEARNING - ST. ALOYSIUS,"#504 CONNAUGHT ST,  KITCHENER ON N2C 2L2",KITCHENER,Food Safety,19-Dec-2019,2,-
NUTRITION FOR LEARNING - ST. ANNE,"#127 ELGIN ST N,  CAMBRIDGE ON N1R 5H6",CAMBRIDGE,Food Safety,03-Jun-2019,,-
NUTRITION FOR LEARNING - ST. ANNE'S SCHOOL,"#250 EAST Ave,  KITCHENER ON N2H 1Z4",KITCHENER,Food Safety,08-Oct-2019,,-
NUTRITION FOR LEARNING - ST. BERNADETTE,"#245 LORNE Ave,  KITCHENER ON N2M 3Y9",KITCHENER,Food Safety,04-Dec-2019,,-
NUTRITION FOR LEARNING - ST. GREGORY'S,"#34 OSBORNE ST,  CAMBRIDGE ON N1S 3Z1",CAMBRIDGE,Food Safety,24-Sep-2019,,-
NUTRITION FOR LEARNING - ST. JOHN'S CATHOLIC SCHOOL,"#99 STRANGE ST,  KITCHENER ON N2G 1R4",KITCHENER,Food Safety,28-Oct-2019,,-
NUTRITION FOR LEARNING - SUDDABY PUBLIC SCHOOL,"#171 FREDERICK ST,  KITCHENER ON N2H 2M6",KITCHENER,Food Safety,20-Dec-2019,,-
NUTRITION FOR LEARNING - WILLIAM G. DAVIS,"#530 LANG'S DR,  CAMBRIDGE ON N3H 5G5",CAMBRIDGE,Food Safety,28-Mar-2019,,-
NUTRITION FOR LEARNING - WINSTON CHURCHILL PUBLIC SCHOOL,"#100 MILFORD Ave,  WATERLOO ON N2L 3Z3",WATERLOO,Food Safety,10-Dec-2019,,-
NUTRITION FOR LEARNING- FOREST HEIGHTS COLLEGIATE,"#255 Fischer-Hallman Rd,  KITCHENER ON N2M 4X8",KITCHENER,Food Safety,16-Sep-2019,1,-
NUTRITION FOR LEARNING- QUEENSMOUNT,"#21 Westmount RD W,  KITCHENER ON N2M 1R6",KITCHENER,Food Safety,13-Dec-2019,,-
NUTRITION FOR LEARNING- WESTMOUNT PUBLIC SCHOOL,"#329 GLASGOW ST,  KITCHENER ON N2M 2M9",KITCHENER,Food Safety,30-Oct-2019,,-
NUTRITION FOR LEARNING- WILSON PUBLIC SCHOOL,"#237 WILSON Ave,  KITCHENER ON N2C 1G9",KITCHENER,Food Safety,17-Dec-2019,1,-
NUTRITION FOR LEARNING/ BEFORE AND AFTER - ST. TIMOTHY,"#15 BECHTEL DR,  KITCHENER ON N2P 1E5",KITCHENER,Food Safety,25-Jun-2019,1,-
NUTRITION FOR LEARNING/EXTENDED DAY PROGRAM (WRDSB),"#757 Concession  RD,  CAMBRIDGE ON N3H 4L1",CAMBRIDGE,Food Safety,24-Apr-2019,,-
NUTRITION FOR LEARNING-ELIZABETH ZIEGLER,"#90 Moore Ave S,  Waterloo Ontario N2J 1X2",WATERLOO,Food Safety,24-Oct-2019,,-
NUTRITION FOR LEARNING-JACOB HESPELER SECONDARY SCHOOL,"#355 HOLIDAY INN DR,  CAMBRIDGE ON N3C 1Z2",CAMBRIDGE,Food Safety,10-Dec-2019,,-
O' MY BAKERY,"#A-256 PHILLIP ST,  WATERLOO ON N2L 3W8",WATERLOO,Food Safety,03-Mar-2020,3,-
O&V TASTING ROOM,"#2 Arthur St S,  Elmira ON N3B 2M5",ELMIRA,Food Safety,29-Dec-2020,,-
OAK GROVE CHEESE,"#29 Bleams Rd E,  NEW HAMBURG ON N3A 1G6",NEW HAMBURG,Food Safety,10-Dec-2019,3,-
OAKRIDGE ACRES,"#2132 Greenfield Rd,  North Dumfries ON N0B 1E0",AYR,Food Safety,12-Feb-2020,3,-
"OAKS PRESCHOOL, THE","#147 Elgin St N,  CAMBRIDGE ON N1R 5H6",CAMBRIDGE,Food Safety,22-Jul-2020,,-
OASIS H2O,"#68 POLLOCK Ave,  CAMBRIDGE ON N1R 2B3",CAMBRIDGE,Food Safety,07-Oct-2019,,-
OASIS ON WATER (GRAB & GO),"#255 King St W,  Kitchener ON N2G 4P9",KITCHENER,Food Safety,20-Dec-2019,,-
OBIE'S BAR & GRILLE,"#6A-209 PINEBUSH RD,  CAMBRIDGE ON N1R 7H8",CAMBRIDGE,Food Safety,21-Feb-2020,4,-
OGARIT PIZZA,"#13-383 Elgin ST N,  CAMBRIDGE ON N1R 6L1",CAMBRIDGE,Food Safety,30-Jul-2020,1,-
OK TROPICAL SUPERMARKET,"#2399 KINGSWAY DR,  KITCHENER ON N2C 1A5",KITCHENER,Food Safety,05-Nov-2019,1,-
OKAY GREAT COFFEE,"#1 Water St. N,  Cambridge ON N1R 3B2",CAMBRIDGE,Food Safety,12-Nov-2019,,-
OLD COUNTRY RESTAURANT,"#105 PEEL ST,  NEW HAMBURG ON N3A 1E7",NEW HAMBURG,Food Safety,28-Jan-2020,3,-
OLD FASHIONED VARIETY & GAS BAR,"#1656 SNYDERS RD E,  PETERSBURG ON N0B 2H0",PETERSBURG,Food Safety,10-Dec-2020,2,-
OLD KING BISTRO,"#3-2934 King St E,  Kitchener ON N2A 1A7",KITCHENER,Food Safety,09-Oct-2020,,-
OLYMPIC PIZZA,"#1186 QUEEN'S BUSH RD,  WELLESLEY ON N0B 2T0",WELLESLEY,Food Safety,04-Dec-2019,3,-
OM INDIA FOOD CENTRE,"#102B-5 Manitou Dr,  Kitchener ON N2C 2J6",AYR,Food Safety,-,,-
OM SAI CATERING,"#16-131 Sheldon Dr,  Cambridge ON N1R 6S2",CAMBRIDGE,Food Safety,-,,-
OMA FRESH FOODS,"#3-200 Highland Rd W,  KITCHENER ON N2M 3C2",KITCHENER,Food Safety,27-Nov-2020,,-
OMEGA FAMILY RESTAURANT,"#685 FISCHER-HALLMAN RD,  KITCHENER ON N2E 4E9",KITCHENER,Food Safety,10-Feb-2021,2,-
OMNI PALACE,"#6-247 KING STREET NORTH,  WATERLOO ON N2J 2Y8",WATERLOO,Food Safety,03-Feb-2021,10,-
ON THE GO,"#10731-2001 University Ave E,  WATERLOO ON N2K 4K4",WATERLOO,Food Safety,16-Dec-2019,,-
ON THE GO-ACTIVA SPORTPLEX,"#135 LENNOX LEWIS WAY,  KITCHENER ON N2C 2V1",KITCHENER,Food Safety,25-Nov-2019,3,-
ONE ROOF YOUTH SERVICES,"#35 Sheldon Ave N,  Kitchener ON N2H 3M1",KITCHENER,Food Safety,25-Jun-2020,1,-
ONE STOP CONVENIENCE,"#1194 KING ST E,  CAMBRIDGE ON N3H 3P6",CAMBRIDGE,Food Safety,-,,-
ONEZO TAPIOCA,"#1B-140 University Ave,  Waterloo ON N2L 6J3",WATERLOO,Food Safety,28-Jul-2020,4,-
ONKAR FOODS & SPICES,"#500 GLEN FORREST BLVD,  WATERLOO ON N2L 5G4",WATERLOO,Food Safety,19-Jul-2020,3,-
ONKAR FOODS & SPICES INC.,"#101 HAZELGLEN DR,  KITCHENER ON N2M 5A2",KITCHENER,Food Safety,10-Feb-2020,5,-
ONKAR FOODS AND SPICES,"#1541 HIGHLAND RD W,  KITCHENER Ontario N2N 3K4",KITCHENER,Food Safety,16-Dec-2020,2,-
ONNURI,"#2-140 University Ave W,  Waterloo ON N2L 6J3",WATERLOO,Food Safety,30-Sep-2020,4,-
ONTARIO CHRISTIAN GLEANERS,"#1550 MORRISON RD,  NORTH DUMFRIES ON N1R 5S2",CAMBRIDGE,Food Safety,27-Aug-2019,,-
OPEN SESAME PRESCHOOL,"#29 WESTMOUNT RD S,  WATERLOO ON N2L 2K4",WATERLOO,Food Safety,23-Oct-2019,,-
OPTIMIST CLUB OF PETERSBURG- PETERSBURG COMMUNITY PARK,"#1338 Notre Dame Dr,  Petersburg ON N0B",PETERSBURG,Food Safety,23-Sep-2019,,-
ORANGE BLOSSOM FARM/VERLEEN'S HOME BAKING,"#1290 MARTIN CREEK RD,  WOOLWICH ON N2J 3Z4",WOOLWICH,Food Safety,15-Oct-2019,1,-
ORGANIC KIDS CATERING,"#400 Collier MacMillan Dr,  Cambridge ON N1R 7H7",CAMBRIDGE,Food Safety,20-Jan-2020,,-
ORIENTAL SPORTS CLUB,"#1054 SHELLARD RD,  NORTH DUMFRIES ON N1R 5S2",NORTH DUMFRIES,Food Safety,22-Oct-2019,1,-
"ORIGINAL PITA HUT, THE","#3-149 HESPELER RD,  CAMBRIDGE ON N1R 3G9",CAMBRIDGE,Food Safety,16-Jan-2020,1,-
OSCAR'S RESTAURANT AND PIZZERIA,"#835 Victoria St N,  Kitchener ON N2B 3C3",KITCHENER,Food Safety,21-Jan-2020,3,-
OSMOW'S,"#B4-655 Fairway Road S,  Kitchener ON N2C 1X4",KITCHENER,Food Safety,13-Aug-2020,1,-
OSMOW'S GRILL,"#355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",CAMBRIDGE,Food Safety,30-Jul-2020,,-
OSMOW'S GRILL,"#A2-628 King St N,  Waterloo ON N2V1B4",WATERLOO,Food Safety,01-Oct-2020,3,-
OSMOW'S GRILL,"#210 KING ST N,  Waterloo Ontario N2J 2Y7",WATERLOO,Food Safety,30-Sep-2020,1,-
OTTAWA CONVENIENCE,"#6-1405 OTTAWA ST N,  KITCHENER ON N2A 3Z1",KITCHENER,Food Safety,21-Jan-2020,2,-
OTTERS FISH & CHIPS,"#F-900 Jamieson Pkwy,  Cambridge ON N3C 4N6",CAMBRIDGE,Food Safety,22-Jan-2021,,-
OUR FARM MARKET,"#99 Ottawa St South,  Kitchener ON N2G3S8",KITCHENER,Food Safety,17-Jul-2019,,-
OUT OF THE COLD - FIRST UNITED CHURCH,"#16 WILLIAM ST W,  WATERLOO ON N2L 1J3",WATERLOO,Food Safety,29-Nov-2019,,-
OUT OF THE COLD - ST. LOUIS ROMAN CATHOLIC CHURCH,"#53 ALLEN ST E,  WATERLOO ON N2J 1J3",WATERLOO,Food Safety,26-Nov-2019,1,-
OVER THE FLAME CATERING,"#104-141 Whitney Pl,  Kitchener ON N2G 2X8",KITCHENER,Food Safety,30-Jul-2019,,-
OWL CHILD CARE  LAURELWOOD YOUTH DEVELOPMENT PROGRAM,"#460 Brentcliffe Dr,  WATERLOO ON N2T 2R5",WATERLOO,Food Safety,15-Oct-2020,,-
OWL CHILD CARE ABRAHAM ERB YOUTH DEVELOPMENT PROGRAM,"#710 LAURELWOOD DR,  WATERLOO ON N2V 2V3",WATERLOO,Food Safety,05-Nov-2019,,-
OWL CHILD CARE CENTRE,"#50 Broom St,  Ayr ON N0B 1E0",AYR,Food Safety,28-Aug-2020,1,-
OWL CHILD CARE -FRANKLIN PUBLIC SCHOOL-YOUTH DEVELOPMENT PROGRAM,"#371 Franklin St N,  KITCHENER ON N2A 1Y9",KITCHENER,Food Safety,22-Sep-2020,1,-
OWL CHILD CARE NORTHLAKE WOODS PUBLIC SCHOOL YOUTH DEVELOPMENT PROGRAM,"#500 Northlake Dr,  WATERLOO ON N2V 2A4",WATERLOO,Food Safety,15-Sep-2020,,-
OWL CHILD CARE SERVICES-JOHN SWEENEY,"#185 ACTIVA Ave,  KITCHENER ON N2E 4A1",KITCHENER,Food Safety,21-Jul-2020,,-
OWL CHILD CARE SERVICES-LINCOLN,"#145 LINCOLN RD,  WATERLOO ON N2J 2N8",WATERLOO,Food Safety,30-Oct-2020,,-
OWL CHILD CARE SERVICES-ST. LUKE'S,"#550 CHESAPEAKE DR,  WATERLOO ON N2K 4G5",WATERLOO,Food Safety,29-Oct-2020,,-
OWL CHILD CARE SERVICES-ST. MATTHEW,"#405 PASTERN TRAIL,  WATERLOO ON N2K 3V6",WATERLOO,Food Safety,28-Oct-2020,,-
OWL CHILD CARE SERVICES-ST. NICHOLAS,"#525 LAURELWOOD DR,  WATERLOO ON N2V 2N1",WATERLOO,Food Safety,19-Feb-2020,,-
OWL CHILD CARE VISTA HILLS YOUTH DEVELOPMENT PROGRAM,"#314 SWEET GALE ST,  WATERLOO ON N2V 0B3",WATERLOO,Food Safety,17-Sep-2020,1,-
P4 PIZZA,"#1-255 Toll Gate Blvd,  Waterloo ON N2L 4M3",WATERLOO,Food Safety,27-Aug-2020,4,-
PALM PIZZA,"#6-112 ORIOLE PKY,  ELMIRA ON N3B 1C5",ELMIRA,Food Safety,28-Jan-2021,,-
PALM VALLEY INDIAN SPICES,"#D1-580 Hespeler RD,  CAMBRIDGE ON N1R 6J8",CAMBRIDGE,Food Safety,25-Nov-2020,1,-
PAM'S HOME-STYLE GRILL,"#75 Dundas St N,  Cambridge ON N1R 6G5",CAMBRIDGE,Food Safety,17-Jul-2020,,-
PANAGO PIZZA,"#9B-668 Erb St W,  WATERLOO ON N2T 2Z7",WATERLOO,Food Safety,09-Jan-2020,1,-
PANDA HOUSE CUISINE,"#19-160 University Ave West,  Waterloo ON N2L 3E9",AYR,Food Safety,29-Oct-2020,2,-
PAOK FC SPORTS CLUB,"#D-50 Ontario St S,  Kitchener ON N2C 1X4",KITCHENER,Food Safety,10-Sep-2019,2,-
PAPA JOHN'S,"#2A-115 DUNDAS ST N,  CAMBRIDGE ON N1R 5N6",CAMBRIDGE,Food Safety,28-Oct-2020,,-
PAPA JOHN'S PIZZA,"#600 Fairway Road South,  Kitchener ON N2C 1X3",KITCHENER,Food Safety,10-Feb-2021,3,-
PAPA JOHN'S PIZZA,"#B-517 Victoria Street South,  Kitchener ON",KITCHENER,Food Safety,13-Nov-2020,6,-
PAPA JOHN'S PIZZA,"#C-220 King St N,  WATERLOO ON N2J 2Y7",WATERLOO,Food Safety,07-Jan-2020,1,-
PAPA JOHN'S PIZZA,"#779 King St E,  Cambridge ON N3H 3N8",CAMBRIDGE,Food Safety,10-Aug-2020,1,-
PAPOU'S PLACE,"#3 Queen St E,  CAMBRIDGE ON N3C 2A7",CAMBRIDGE,Food Safety,29-Jan-2021,4,-
PAPOU'S PLACE,"#73 CEDAR ST,  CAMBRIDGE ON N1S 1V6",CAMBRIDGE,Food Safety,07-Jan-2020,5,-
PARAGON BANQUET AND CATERING,"#15 INTERNATIONAL VILLAGE Dr,  CAMBRIDGE ON N1R 7M5",CAMBRIDGE,Food Safety,12-Mar-2020,3,-
PARK HILL VARIETY,"#25 PARK HILL RD W,  CAMBRIDGE ON N1S 1C8",CAMBRIDGE,Food Safety,19-Feb-2020,1,-
PARK INN,"#50 Young St,  WATERLOO ON N2J 4A8",WATERLOO,Food Safety,12-Jun-2019,2,-
PARKWOOD MENNONITE HOME LONG TERM CARE,"#726 NEW HAMPSHIRE ST,  WATERLOO ON N2K 4M1",WATERLOO,Food Safety,10-Mar-2020,1,-
PARKWOOD MENNONITE RETIREMENT RESIDENCE,"#720 New Hampshire St,  WATERLOO ON N2K 0A3",WATERLOO,Food Safety,10-Mar-2020,1,-
PASHA SHISHA,"#253 King ST N,  Waterloo ON N2J 2Y8",WATERLOO,Food Safety,12-Sep-2020,2,-
PASSADO BRASIL,"#37 Strathcona Cres,  Kitchener Ontario N2B 2W8",KITCHENER,Food Safety,09-Mar-2020,,-
PASTICHE LOUNGE,"#G2-220 King St N,  Waterloo ON N2J 2Y7",WATERLOO,Food Safety,01-Oct-2019,1,-
PATENT SOCIAL,"#17 ERB ST E,  WATERLOO ON N2J 1L4",WATERLOO,Food Safety,12-Dec-2019,2,-
PATRICIA ROSES,"#242 WATER ST N,  CAMBRIDGE N1R 3C1",CAMBRIDGE,Food Safety,08-Jun-2020,2,-
PAT'S APPLE FRITS,"#1041 Huron St,  Wilmot ON N3A 3E8",NEW HAMBURG,Food Safety,22-Jul-2019,2,-
PAULANDER COMMUNITY CENTER,"#1-60 Paulander Drive,  Kitchener ON",AYR,Food Safety,04-Jan-2021,3,-
PAVAO MEATS & DELI,"#980 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8R3",CAMBRIDGE,Food Safety,29-Sep-2020,,-
PEDRO'S MEXICAN VARIETY,"#5116 Ament Line ,  Linwood ON N0B 2A0",LINWOOD,Food Safety,03-Dec-2019,,-
PEIXARIA MICAELENSE,"#640 QUEEN ST S,  KITCHENER ON N2M 1A2",KITCHENER,Food Safety,04-Dec-2019,3,-
PEKING GOURMET,"#102-325 Max Becker Dr,  KITCHENER ON N2E 4H5",KITCHENER,Food Safety,29-Oct-2020,,-
PEPI'S PIZZA,"#87 WATER ST N,  KITCHENER ON N2H 5A6",KITCHENER,Food Safety,30-Sep-2019,2,-
PEPI'S PIZZA,"#2880 KING ST E,  KITCHENER ON N2A 1A7",KITCHENER,Food Safety,19-Dec-2020,4,-
PERFECT  PIZZA,"#1-895 LANGS DR,  CAMBRIDGE ON N3H 5T6",CAMBRIDGE,Food Safety,31-Jul-2020,,-
PETER HALLMAN BALLYARD,"#220 HAYWARD Ave,  KITCHENER ON N2C 2E5",KITCHENER,Food Safety,24-Jun-2019,3,-
PETRO CANADA,"#730 GLEN FORREST BLVD,  WATERLOO ON N2L 4K8",WATERLOO,Food Safety,11-Mar-2019,2,-
PETRO CANADA,"#440 COLUMBIA ST W,  WATERLOO ON N2T 2W1",WATERLOO,Food Safety,12-Feb-2020,1,-
PETRO CANADA,"#1178 FISCHER-HALLMAN RD,  KITCHENER ON N2E 3Z3",KITCHENER,Food Safety,03-Feb-2020,,-
PETRO CANADA,"#900 JAMIESON PKY,  CAMBRIDGE ON N3C 4N6",CAMBRIDGE,Food Safety,25-Feb-2020,,-
PETRO CANADA,"#200 WATER ST S,  CAMBRIDGE ON N1R 5S8",CAMBRIDGE,Food Safety,03-Jan-2020,,-
PETRO CANADA,"#1015 OTTAWA ST N,  KITCHENER ON N2A 1H1",KITCHENER,Food Safety,10-Jan-2020,,-
PETRO CANADA,"#2430 HOMER WATSON BLVD,  KITCHENER ON N2G 3W5",KITCHENER,Food Safety,13-Aug-2019,,-
PETRO CANADA,"#200 Waterloo St,  New Hamburg ON N3A 1T9",AYR,Food Safety,-,,-
